"track_name","latitude","longitude","views","artist_name","track_link","country_code","geo_name","geonameid","boundaries_admin_0","boundaries_admin_1","boundaries_postal_1"
"Amor de Verdade (MC Kekel & Mc Rita) (feat. MC Kekel)",-22.73083,-45.12472,38951,"MC Kekel","8_oE-iQeFeE","BR","Lorena",3458425,"BR","BRA135",""
"Amor de Verdade (MC Kekel & Mc Rita) (feat. MC Kekel)",-26.30444,-48.84556,410688,"MC Kekel","8_oE-iQeFeE","BR","Joinville",3459712,"BR","BRA142",""
"Amor de Verdade (MC Kekel & Mc Rita) (feat. MC Kekel)",-26.48611,-49.06667,55680,"MC Kekel","8_oE-iQeFeE","BR","Jaraguá do Sul",3460102,"BR","BRA142",""
"Amor de Verdade (MC Kekel & Mc Rita) (feat. MC Kekel)",-26.91944,-49.06611,202745,"MC Kekel","8_oE-iQeFeE","BR","Blumenau",3469968,"BR","BRA142",""
"Amor de Verdade (MC Kekel & Mc Rita) (feat. MC Kekel)",-26.99056,-48.63472,52791,"MC Kekel","8_oE-iQeFeE","BR","Balneário Camboriú",3471039,"BR","BRA142",""
"Amor de Verdade (MC Kekel & Mc Rita) (feat. MC Kekel)",-27.21417,-49.64306,41667,"MC Kekel","8_oE-iQeFeE","BR","Rio do Sul",3451152,"BR","BRA142",""
"Amor de Verdade (MC Kekel & Mc Rita) (feat. MC Kekel)",-28.21171,-49.1632,168977,"MC Kekel","8_oE-iQeFeE","BR","São José",3448742,"BR","BRA142",""
"Amor de Verdade (MC Kekel & Mc Rita) (feat. MC Kekel)",-28.6775,-49.36972,182769,"MC Kekel","8_oE-iQeFeE","BR","Criciúma",3465196,"BR","BRA142",""
"Amor de Verdade (MC Kekel & Mc Rita) (feat. MC Kekel)",-28.93575,-49.49538,38313,"MC Kekel","8_oE-iQeFeE","BR","Araranguá",3471772,"BR","BRA142",""
"Amor de Verdade (MC Kekel & Mc Rita) (feat. MC Kekel)",-29.16806,-51.17944,266701,"MC Kekel","8_oE-iQeFeE","BR","Caxias do Sul",3466537,"BR","BRA143",""
"Amor de Verdade (MC Kekel & Mc Rita) (feat. MC Kekel)",-29.17139,-51.51917,45460,"MC Kekel","8_oE-iQeFeE","BR","Bento Gonçalves",3470073,"BR","BRA143",""
"Amor de Verdade (MC Kekel & Mc Rita) (feat. MC Kekel)",-29.46694,-51.96139,42548,"MC Kekel","8_oE-iQeFeE","BR","Lajeado",3459035,"BR","BRA143",""
"Amor de Verdade (MC Kekel & Mc Rita) (feat. MC Kekel)",-29.7175,-52.42583,69377,"MC Kekel","8_oE-iQeFeE","BR","Santa Cruz do Sul",3450269,"BR","BRA143",""
"Amor de Verdade (MC Kekel & Mc Rita) (feat. MC Kekel)",-29.76028,-51.14722,110948,"MC Kekel","8_oE-iQeFeE","BR","São Leopoldo",3448622,"BR","BRA143",""
"Amor de Verdade (MC Kekel & Mc Rita) (feat. MC Kekel)",-31.77194,-52.3425,279583,"MC Kekel","8_oE-iQeFeE","BR","Pelotas",3454244,"BR","BRA143",""
"Amor de Verdade (MC Kekel & Mc Rita) (feat. MC Kekel)",38.56667,-7.9,46391,"MC Kekel","8_oE-iQeFeE","PT","Évora",2268406,"PT","PTA118",""
"Amor de Verdade (MC Kekel & Mc Rita) (feat. MC Kekel)",38.62961,-9.11557,27090,"MC Kekel","8_oE-iQeFeE","PT","Amora",2271680,"PT","PTA117",""
"Amor de Verdade (MC Kekel & Mc Rita) (feat. MC Kekel)",38.64502,-9.14843,10532,"MC Kekel","8_oE-iQeFeE","PT","Corroios",2269041,"PT","PTA117",""
"Amor de Verdade (MC Kekel & Mc Rita) (feat. MC Kekel)",38.66314,-9.0724,36221,"MC Kekel","8_oE-iQeFeE","PT","Barreiro",2271071,"PT","PTA117",""
"Amor de Verdade (MC Kekel & Mc Rita) (feat. MC Kekel)",38.70123,-9.3276,24208,"MC Kekel","8_oE-iQeFeE","PT","São Domingos de Rana",2263352,"PT","PTA117",""
"Amor de Verdade (MC Kekel & Mc Rita) (feat. MC Kekel)",38.71667,-9.13333,1199134,"MC Kekel","8_oE-iQeFeE","PT","Lisbon",2267057,"PT","PTA117",""
"Amor de Verdade (MC Kekel & Mc Rita) (feat. MC Kekel)",38.75382,-9.23083,77604,"MC Kekel","8_oE-iQeFeE","PT","Amadora",2271772,"PT","PTA117",""
"Amor de Verdade (MC Kekel & Mc Rita) (feat. MC Kekel)",38.75657,-9.25451,38717,"MC Kekel","8_oE-iQeFeE","PT","Queluz",2264268,"PT","PTA117",""
"Amor de Verdade (MC Kekel & Mc Rita) (feat. MC Kekel)",38.77457,-9.3276,23334,"MC Kekel","8_oE-iQeFeE","PT","Rio de Mouro",2263827,"PT","PTA117",""
"Amor de Verdade (MC Kekel & Mc Rita) (feat. MC Kekel)",38.79269,-9.1838,27121,"MC Kekel","8_oE-iQeFeE","PT","Odivelas",2265467,"PT","PTA117",""
"Amor de Verdade (MC Kekel & Mc Rita) (feat. MC Kekel)",41.13363,-8.61742,163377,"MC Kekel","8_oE-iQeFeE","PT","Vila Nova de Gaia",2732544,"PT","PTA111",""
"Amor de Verdade (MC Kekel & Mc Rita) (feat. MC Kekel)",41.14961,-8.61099,978732,"MC Kekel","8_oE-iQeFeE","PT","Porto",2735943,"PT","PTA111",""
"Amor de Verdade (MC Kekel & Mc Rita) (feat. MC Kekel)",41.18259,-8.55811,38139,"MC Kekel","8_oE-iQeFeE","PT","Rio Tinto",2735083,"PT","PTA111",""
"Amor de Verdade (MC Kekel & Mc Rita) (feat. MC Kekel)",41.44443,-8.29619,84356,"MC Kekel","8_oE-iQeFeE","PT","Guimarães",2738752,"PT","PTA111",""
"Amor de Verdade (MC Kekel & Mc Rita) (feat. MC Kekel)",41.55032,-8.42005,166472,"MC Kekel","8_oE-iQeFeE","PT","Braga",2742032,"PT","PTA111",""
"Amor Falso",-15.3175,-49.1175,41746,"Aldair Playboy","MTNPQYt0NvI","BR","Goianésia",3462378,"BR","BRA152",""
"AR CAXVIDE-9707-DNC",42.26791,42.69459,115122,"GOGITA GOGIDZE","qNYaJgS9fFo","GE","Kutaisi",613607,"GE","GEA105","GEP146"
"Assurance",6.13748,1.21227,25814,"Davido","ucVJrja8r6Q","TG","Lomé",2365267,"TG","TGA101",""
"Assurance",6.45407,3.39467,677517,"Davido","ucVJrja8r6Q","NG","Lagos",2332459,"NG","NGA125","NGP110"
"Assurance",9.05785,7.49508,88374,"Davido","ucVJrja8r6Q","NG","Abuja",2352778,"NG","NGA115","NGP190"
"BBoom BBoom",10.31672,123.89071,4175738,"모모랜드(MOMOLAND)","JQGRg8XBnB4","PH","Cebu City",1717512,"PH","PHA107","PHP160"
"BBoom BBoom",10.66667,122.95,1194334,"모모랜드(MOMOLAND)","JQGRg8XBnB4","PH","Bacolod City",1729564,"PH","PHA106","PHP161"
"BBoom BBoom",10.69694,122.56444,303283,"모모랜드(MOMOLAND)","JQGRg8XBnB4","PH","Iloilo",1711005,"PH","PHA106","PHP150"
"BBoom BBoom",13.14125,123.74073,66167,"모모랜드(MOMOLAND)","JQGRg8XBnB4","PH","Legaspi",1706889,"PH","PHA105","PHP145"
"BBoom BBoom",13.61917,123.18139,171040,"모모랜드(MOMOLAND)","JQGRg8XBnB4","PH","Naga",1698829,"PH","PHA105","PHP144"
"BBoom BBoom",13.9411,121.1631,389150,"모모랜드(MOMOLAND)","JQGRg8XBnB4","PH","Lipa City",1706090,"PH","PHA104","PHP142"
"BBoom BBoom",14.21167,121.16528,648282,"모모랜드(MOMOLAND)","JQGRg8XBnB4","PH","Calamba",1720681,"PH","PHA104","PHP140"
"BBoom BBoom",14.31222,121.11139,815064,"모모랜드(MOMOLAND)","JQGRg8XBnB4","PH","Santa Rosa",1687894,"PH","PHA104","PHP140"
"BBoom BBoom",14.32944,120.93667,975182,"모모랜드(MOMOLAND)","JQGRg8XBnB4","PH","Dasmariñas",1715430,"PH","PHA104","PHP141"
"BBoom BBoom",14.34267,121.08071,81892,"모모랜드(MOMOLAND)","JQGRg8XBnB4","PH","Biñan",1725115,"PH","PHA104","PHP140"
"BBoom BBoom",14.42972,120.93667,305132,"모모랜드(MOMOLAND)","JQGRg8XBnB4","PH","Imus",1710914,"PH","PHA104","PHP141"
"BBoom BBoom",14.45056,120.98278,426064,"모모랜드(MOMOLAND)","JQGRg8XBnB4","PH","Las Piñas",1707174,"PH","PHA113","PHP117"
"BBoom BBoom",14.45903,120.92903,1697007,"모모랜드(MOMOLAND)","JQGRg8XBnB4","PH","Bacoor",1729524,"PH","PHA104","PHP141"
"BBoom BBoom",14.5243,121.0792,334026,"모모랜드(MOMOLAND)","JQGRg8XBnB4","PH","Taguig",1684308,"PH","PHA113","PHP116"
"BBoom BBoom",14.55027,121.03269,5008080,"모모랜드(MOMOLAND)","JQGRg8XBnB4","PH","Makati City",1703417,"PH","PHA113","PHP112"
"BBoom BBoom",14.5832,121.0409,129933,"모모랜드(MOMOLAND)","JQGRg8XBnB4","PH","Mandaluyong City",1701966,"PH","PHA113","PHP115"
"BBoom BBoom",14.58691,121.0614,1485790,"모모랜드(MOMOLAND)","JQGRg8XBnB4","PH","Pasig City",7290466,"PH","PHA113","PHP116"
"BBoom BBoom",14.6042,120.9822,4346868,"모모랜드(MOMOLAND)","JQGRg8XBnB4","PH","Manila",1701668,"PH","PHA113","PHP110"
"BBoom BBoom",14.62578,121.12251,945379,"모모랜드(MOMOLAND)","JQGRg8XBnB4","PH","Antipolo",1730501,"PH","PHA104","PHP118"
"BBoom BBoom",14.6488,121.0509,11475445,"모모랜드(MOMOLAND)","JQGRg8XBnB4","PH","Quezon City",1692192,"PH","PHA113","PHP111"
"BBoom BBoom",14.64953,120.96788,820070,"모모랜드(MOMOLAND)","JQGRg8XBnB4","PH","Caloocan City",1720151,"PH","PHA113","PHP114"
"BBoom BBoom",14.82917,120.28278,379702,"모모랜드(MOMOLAND)","JQGRg8XBnB4","PH","Olongapo",1697175,"PH","PHA103","PHP122"
"BBoom BBoom",15.03425,120.68445,80535,"모모랜드(MOMOLAND)","JQGRg8XBnB4","PH","San Fernando",1690039,"PH","PHA103","PHP120"
"BBoom BBoom",15.15,120.58333,1118495,"모모랜드(MOMOLAND)","JQGRg8XBnB4","PH","Angeles City",1730737,"PH","PHA103","PHP120"
"BBoom BBoom",16.04313,120.33325,152067,"모모랜드(MOMOLAND)","JQGRg8XBnB4","PH","Dagupan",1716198,"PH","PHA101","PHP124"
"BBoom BBoom",16.41639,120.59306,1667403,"모모랜드(MOMOLAND)","JQGRg8XBnB4","PH","Baguio",1728930,"PH","PHA114","PHP126"
"BBoom BBoom",6.11278,125.17167,185374,"모모랜드(MOMOLAND)","JQGRg8XBnB4","PH","General Santos",1713022,"PH","PHA112","PHP195"
"BBoom BBoom",6.91028,122.07389,23520,"모모랜드(MOMOLAND)","JQGRg8XBnB4","PH","Zamboanga",1679432,"PH","PHA109","PHP170"
"BBoom BBoom",7.07306,125.61278,4564146,"모모랜드(MOMOLAND)","JQGRg8XBnB4","PH","Davao",1715348,"PH","PHA111","PHP180"
"BBoom BBoom",8.2289,124.24344,448761,"모모랜드(MOMOLAND)","JQGRg8XBnB4","PH","Iligan",1711084,"PH","PHA110","PHP192"
"BBoom BBoom",8.25,124.4,448761,"모모랜드(MOMOLAND)","JQGRg8XBnB4","PH","Iligan City",1711082,"PH","PHA110","PHP192"
"BBoom BBoom",8.48222,124.64722,497963,"모모랜드(MOMOLAND)","JQGRg8XBnB4","PH","Cagayan de Oro",1721080,"PH","PHA110","PHP190"
"BBoom BBoom",8.94917,125.54361,26723,"모모랜드(MOMOLAND)","JQGRg8XBnB4","PH","Butuan",1722186,"PH","PHA116","PHP186"
"Bella (Wolfine & Maluma)",16.18405,-95.20143,53510,"Wolfine","jjuSfhYiup8","MX","Salina Cruz",3520064,"MX","MXA120","MXP170"
"Bella (Wolfine & Maluma)",16.43603,-95.01975,26460,"Wolfine","jjuSfhYiup8","MX","Juchitán de Zaragoza",3526357,"MX","MXA120","MXP170"
"Bella (Wolfine & Maluma)",18.46422,-97.39735,156925,"Wolfine","jjuSfhYiup8","MX","Tehuacán",3516109,"MX","MXA121","MXP175"
"Bella bionda (feat. Daniele De Martino)",38.13205,13.33561,543831,"Francesco D'Aleo","i-2TEee1OsQ","IT","Palermo",2523920,"IT","ITA119","ITP190"
"Better Than That (Govana & Jada Kingdom)",17.95032,-76.88215,26885,"Govana","XaqxZSugB2Y","JM","Portmore",3488981,"JM","JMA109","JMP1A"
"Bez tebe me nema",41.03143,21.33474,50317,"Saša Kovačević","CcnNguA4x9I","MK","Bitola",792578,"MK","MKA1005","MKP170"
"Bez tebe me nema",41.11722,20.80194,18530,"Saša Kovačević","CcnNguA4x9I","MK","Ohrid",787487,"MK","MKA1003","MKP160"
"Bez tebe me nema",41.4375,22.64333,40234,"Saša Kovačević","CcnNguA4x9I","MK","Strumica",785380,"MK","MKA1004","MKP124"
"Bez tebe me nema",41.74583,22.19583,31015,"Saša Kovačević","CcnNguA4x9I","MK","Shtip",785482,"MK","MKA1002","MKP120"
"Black Star (feat. Karina Koks & Igor Krutoy)",44.58883,33.5224,14461,"Тимати","HfRZ67HSDdA","UA","Sevastopol",694423,"UA","UAA185","UAP199"
"Black Star (feat. Karina Koks & Igor Krutoy)",55.91163,37.73076,17258,"Тимати","HfRZ67HSDdA","RU","Mytishchi",523812,"RU","RUA11","RUP114"
"Bom Diggy (Jasmin Walia & Zack Knight)",12.91723,74.85603,48155,"Jasmin Walia","yIIGQB6EMAM","IN","Mangalore",1263780,"IN","INA129","INP15750"
"Bom Diggy (Jasmin Walia & Zack Knight)",15.85212,74.50447,14194,"Jasmin Walia","yIIGQB6EMAM","IN","Belgaum",1276533,"IN","INA129","INP15900"
"Bom Diggy (Jasmin Walia & Zack Knight)",18.51957,73.85535,8730900,"Jasmin Walia","yIIGQB6EMAM","IN","Pune",1259229,"IN","INA127","INP14110"
"Bom Diggy (Jasmin Walia & Zack Knight)",18.62292,73.80696,267694,"Jasmin Walia","yIIGQB6EMAM","IN","Pimpri",1259652,"IN","INA127","INP14110"
"Bom Diggy (Jasmin Walia & Zack Knight)",19.03681,73.01582,420442,"Jasmin Walia","yIIGQB6EMAM","IN","Navi Mumbai",6619347,"IN","INA127","INP14006"
"Bom Diggy (Jasmin Walia & Zack Knight)",19.07283,72.88261,6982070,"Jasmin Walia","yIIGQB6EMAM","IN","Mumbai",1275339,"IN","INA127","INP14000"
"Bom Diggy (Jasmin Walia & Zack Knight)",19.19704,72.96355,282157,"Jasmin Walia","yIIGQB6EMAM","IN","Thāne",1254661,"IN","INA127","INP14212"
"Bom Diggy (Jasmin Walia & Zack Knight)",19.21667,73.08333,103825,"Jasmin Walia","yIIGQB6EMAM","IN","Dombivli",1272423,"IN","INA127","INP14212"
"Bom Diggy (Jasmin Walia & Zack Knight)",19.21667,73.15,142277,"Jasmin Walia","yIIGQB6EMAM","IN","Ulhasnagar",1253894,"IN","INA127","INP14213"
"Bom Diggy (Jasmin Walia & Zack Knight)",19.30023,73.05881,83181,"Jasmin Walia","yIIGQB6EMAM","IN","Bhiwandi",1275901,"IN","INA127","INP14213"
"Bom Diggy (Jasmin Walia & Zack Knight)",19.45591,72.81136,33459,"Jasmin Walia","yIIGQB6EMAM","IN","Virār",1253133,"IN","INA127","INP14013"
"Bom Diggy (Jasmin Walia & Zack Knight)",19.99727,73.79096,60774,"Jasmin Walia","yIIGQB6EMAM","IN","Nashik",1261731,"IN","INA127","INP14220"
"Bom Diggy (Jasmin Walia & Zack Knight)",21.14631,79.08491,273319,"Jasmin Walia","yIIGQB6EMAM","IN","Nagpur",1262180,"IN","INA127","INP14400"
"Bom Diggy (Jasmin Walia & Zack Knight)",21.19594,72.83023,731399,"Jasmin Walia","yIIGQB6EMAM","IN","Sūrat",1255364,"IN","INA124","INP13950"
"Bom Diggy (Jasmin Walia & Zack Knight)",22.29941,73.20812,143630,"Jasmin Walia","yIIGQB6EMAM","IN","Vadodara",1253573,"IN","INA124","INP13900"
"Bom Diggy (Jasmin Walia & Zack Knight)",22.80278,86.18545,16912,"Jasmin Walia","yIIGQB6EMAM","IN","Jamshedpur",1269300,"IN","INA120","INP18310"
"Bom Diggy (Jasmin Walia & Zack Knight)",23.34316,85.3094,32596,"Jasmin Walia","yIIGQB6EMAM","IN","Ranchi",1258526,"IN","INA120","INP18340"
"Bom Diggy (Jasmin Walia & Zack Knight)",24.58584,73.71346,22957,"Jasmin Walia","yIIGQB6EMAM","IN","Udaipur",1253986,"IN","INA108","INP13130"
"Bom Diggy (Jasmin Walia & Zack Knight)",25.18254,75.83907,20168,"Jasmin Walia","yIIGQB6EMAM","IN","Kota",1266049,"IN","INA108","INP13240"
"Bom Diggy (Jasmin Walia & Zack Knight)",25.31668,83.01041,97208,"Jasmin Walia","yIIGQB6EMAM","IN","Varanasi",1253405,"IN","INA109","INP12210"
"Bom Diggy (Jasmin Walia & Zack Knight)",25.44478,81.84322,44930,"Jasmin Walia","yIIGQB6EMAM","IN","Allahābād",1278994,"IN","INA109","INP12110"
"Bom Diggy (Jasmin Walia & Zack Knight)",26.4521,74.63867,18822,"Jasmin Walia","yIIGQB6EMAM","IN","Ajmer",1279159,"IN","INA108","INP13050"
"Bom Diggy (Jasmin Walia & Zack Knight)",26.46523,80.34975,90837,"Jasmin Walia","yIIGQB6EMAM","IN","Kanpur",1267995,"IN","INA109","INP12080"
"Boo'd Up",-21.28585,55.41124,411019,"Ella Mai","6YNZlXfW6Ho","RE","Saint-Louis",935223,"RE","REA12","REP197450"
"Boo'd Up",27.94752,-82.45843,441142,"Ella Mai","6YNZlXfW6Ho","US","Tampa",4174757,"US","USA112","USP133"
"Boo'd Up",28.53834,-81.37924,1266642,"Ella Mai","6YNZlXfW6Ho","US","Orlando",4167147,"US","USA112","USP132"
"Boo'd Up",28.55778,-81.4534,29917,"Ella Mai","6YNZlXfW6Ho","US","Pine Hills",4168459,"US","USA112","USP132"
"Boo'd Up",29.65163,-82.32483,99866,"Ella Mai","6YNZlXfW6Ho","US","Gainesville",4156404,"US","USA112","USP132"
"Boo'd Up",29.95465,-90.07507,283938,"Ella Mai","6YNZlXfW6Ho","US","New Orleans",4335045,"US","USA122","USP170"
"Boo'd Up",30.08605,-94.10185,35716,"Ella Mai","6YNZlXfW6Ho","US","Beaumont",4672989,"US","USA148","USP177"
"Boo'd Up",30.21309,-93.2044,24382,"Ella Mai","6YNZlXfW6Ho","US","Lake Charles",4330236,"US","USA122","USP170"
"Boo'd Up",30.22409,-92.01984,46290,"Ella Mai","6YNZlXfW6Ho","US","Lafayette",4330145,"US","USA122","USP170"
"Boo'd Up",30.33218,-81.65565,237934,"Ella Mai","6YNZlXfW6Ho","US","Jacksonville",4160021,"US","USA112","USP132"
"Boo'd Up",30.36742,-89.09282,23089,"Ella Mai","6YNZlXfW6Ho","US","Gulfport",4428667,"US","USA128","USP139"
"Boo'd Up",30.42131,-87.21691,22009,"Ella Mai","6YNZlXfW6Ho","US","Pensacola",4168228,"US","USA112","USP132"
"Boo'd Up",30.43826,-84.28073,86635,"Ella Mai","6YNZlXfW6Ho","US","Tallahassee",4174715,"US","USA112","USP132"
"Boo'd Up",30.45075,-91.15455,124221,"Ella Mai","6YNZlXfW6Ho","US","Baton Rouge",4315588,"US","USA122","USP170"
"Boo'd Up",30.69436,-88.04305,61273,"Ella Mai","6YNZlXfW6Ho","US","Mobile",4076598,"US","USA101","USP136"
"Boo'd Up",30.83334,-83.28032,53105,"Ella Mai","6YNZlXfW6Ho","US","Valdosta",4228147,"US","USA113","USP131"
"Boo'd Up",31.22323,-85.39049,28500,"Ella Mai","6YNZlXfW6Ho","US","Dothan",4059102,"US","USA101","USP136"
"Boo'd Up",31.31129,-92.44514,19220,"Ella Mai","6YNZlXfW6Ho","US","Alexandria",4314550,"US","USA122","USP171"
"Boo'd Up",31.32712,-89.29034,206403,"Ella Mai","6YNZlXfW6Ho","US","Hattiesburg",4429295,"US","USA128","USP139"
"Boo'd Up",31.57851,-84.15574,61300,"Ella Mai","6YNZlXfW6Ho","US","Albany",4179320,"US","USA113","USP131"
"Boo'd Up",32.08354,-81.09983,72051,"Ella Mai","6YNZlXfW6Ho","US","Savannah",4221552,"US","USA113","USP131"
"Boo'd Up",32.29876,-90.18481,178919,"Ella Mai","6YNZlXfW6Ho","US","Jackson",4431410,"US","USA128","USP139"
"Boo'd Up",32.35126,-95.30106,39435,"Ella Mai","6YNZlXfW6Ho","US","Tyler",4738214,"US","USA148","USP175"
"Boo'd Up",32.36681,-86.29997,118620,"Ella Mai","6YNZlXfW6Ho","US","Montgomery",4076784,"US","USA101","USP136"
"Boo'd Up",32.46098,-84.98771,82280,"Ella Mai","6YNZlXfW6Ho","US","Columbus",4188985,"US","USA113","USP131"
"Boo'd Up",32.5007,-94.74049,27216,"Ella Mai","6YNZlXfW6Ho","US","Longview",4707814,"US","USA148","USP175"
"Boo'd Up",32.50931,-92.1193,48461,"Ella Mai","6YNZlXfW6Ho","US","Monroe",4333669,"US","USA122","USP171"
"Boo'd Up",32.51599,-93.73212,18654,"Ella Mai","6YNZlXfW6Ho","US","Bossier City",4317639,"US","USA122","USP171"
"Boo'd Up",32.61574,-83.62664,37986,"Ella Mai","6YNZlXfW6Ho","US","Warner Robins",4229476,"US","USA113","USP131"
"Boo'd Up",32.77657,-79.93092,54158,"Ella Mai","6YNZlXfW6Ho","US","Charleston",4574324,"US","USA145","USP129"
"Boo'd Up",32.78306,-96.80667,1756142,"Ella Mai","6YNZlXfW6Ho","US","Dallas",4684888,"US","USA148","USP175"
"Boo'd Up",32.84069,-83.6324,71188,"Ella Mai","6YNZlXfW6Ho","US","Macon",4207400,"US","USA113","USP131"
"Boo'd Up",32.85462,-79.97481,17879,"Ella Mai","6YNZlXfW6Ho","US","North Charleston",4589387,"US","USA145","USP129"
"Boo'd Up",33.20984,-87.56917,52108,"Ella Mai","6YNZlXfW6Ho","US","Tuscaloosa",4094455,"US","USA101","USP135"
"Boo'd Up",33.47097,-81.97484,104192,"Ella Mai","6YNZlXfW6Ho","US","Augusta",4180531,"US","USA113","USP130"
"Boo'd Up",33.52066,-86.80249,510259,"Ella Mai","6YNZlXfW6Ho","US","Birmingham",4049979,"US","USA101","USP135"
"Boo'd Up",33.749,-84.38798,2549943,"Ella Mai","6YNZlXfW6Ho","US","Atlanta",4180439,"US","USA113","USP130"
"Boo'd Up",33.92044,-80.34147,45790,"Ella Mai","6YNZlXfW6Ho","US","Sumter",4597948,"US","USA145","USP129"
"Boo'd Up",34.00071,-81.03481,81494,"Ella Mai","6YNZlXfW6Ho","US","Columbia",4575352,"US","USA145","USP129"
"Boo'd Up",34.60593,-86.98334,12763,"Ella Mai","6YNZlXfW6Ho","US","Decatur",4058553,"US","USA101","USP135"
"Boo'd Up",34.74648,-92.28959,78556,"Ella Mai","6YNZlXfW6Ho","US","Little Rock",4119403,"US","USA105","USP172"
"Boo'd Up",34.92487,-81.02508,28586,"Ella Mai","6YNZlXfW6Ho","US","Rock Hill",4593142,"US","USA145","USP129"
"Boo'd Up",35.05266,-78.87836,86813,"Ella Mai","6YNZlXfW6Ho","US","Fayetteville",4466033,"US","USA137","USP128"
"Boo'd Up",35.14953,-90.04898,710034,"Ella Mai","6YNZlXfW6Ho","US","Memphis",4641239,"US","USA147","USP138"
"Boo'd Up",35.26208,-81.1873,26219,"Ella Mai","6YNZlXfW6Ho","US","Gastonia",4467732,"US","USA137","USP128"
"Boo'd Up",35.61452,-88.81395,38549,"Ella Mai","6YNZlXfW6Ho","US","Jackson",4632595,"US","USA147","USP138"
"Boo'd Up",35.72127,-77.91554,28020,"Ella Mai","6YNZlXfW6Ho","US","Wilson",4499389,"US","USA137","USP127"
"Boo'd Up",35.7721,-78.63861,284643,"Ella Mai","6YNZlXfW6Ho","US","Raleigh",4487042,"US","USA137","USP127"
"Boo'd Up",35.8423,-90.70428,28515,"Ella Mai","6YNZlXfW6Ho","US","Jonesboro",4116834,"US","USA105","USP172"
"Boo'd Up",35.93821,-77.79053,30647,"Ella Mai","6YNZlXfW6Ho","US","Rocky Mount",4488762,"US","USA137","USP127"
"Boo'd Up",35.95569,-80.00532,28036,"Ella Mai","6YNZlXfW6Ho","US","High Point",4471025,"US","USA137","USP127"
"Boo'd Up",36.07264,-79.79198,118086,"Ella Mai","6YNZlXfW6Ho","US","Greensboro",4469146,"US","USA137","USP127"
"Boo'd Up",36.16589,-86.78444,728438,"Ella Mai","6YNZlXfW6Ho","US","Nashville",4644585,"US","USA147","USP137"
"Boo'd Up",36.72836,-76.58496,25829,"Ella Mai","6YNZlXfW6Ho","US","Suffolk",4788158,"US","USA151","USP123"
"Boo'd Up",36.83543,-76.29827,28698,"Ella Mai","6YNZlXfW6Ho","US","Portsmouth",4779999,"US","USA151","USP123"
"Boo'd Up",36.84681,-76.28522,119494,"Ella Mai","6YNZlXfW6Ho","US","Norfolk",4776222,"US","USA151","USP123"
"Boo'd Up",37.55376,-77.46026,112115,"Ella Mai","6YNZlXfW6Ho","US","Richmond",4781708,"US","USA151","USP123"
"Boo'd Up",38.62727,-90.19789,411019,"Ella Mai","6YNZlXfW6Ho","US","St. Louis",4407066,"US","USA129","USP163"
"Boo'd Up",38.78922,-90.32261,40699,"Ella Mai","6YNZlXfW6Ho","US","Florissant",4386802,"US","USA129","USP163"
"Boo'd Up",39.74595,-75.54659,31020,"Ella Mai","6YNZlXfW6Ho","US","Wilmington",4145381,"US","USA110","USP119"
"Boo'd Up",39.75895,-84.19161,63997,"Ella Mai","6YNZlXfW6Ho","US","Dayton",4509884,"US","USA139","USP145"
"Boo'd Up",39.84031,-88.9548,25540,"Ella Mai","6YNZlXfW6Ho","US","Decatur",4236895,"US","USA117","USP162"
