"artist_name","latitude","longitude","views","track_link","track_name","rank","country_code","geo_name","geonameid","boundaries_admin_0","boundaries_admin_1","boundaries_admin_2","boundaries_admin_3","boundaries_admin_4","boundaries_admin_5","boundaries_postal_1","boundaries_postal_2","boundaries_postal_3","boundaries_postal_4"
"Kalash",48.68439,6.18496,86796,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Nancy",2990999,"FR","FRA144","FRA254","FRA3543","FRA45499",NULL,NULL,NULL,NULL,NULL
"Kalash",47.75,7.33333,55868,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Mulhouse",2991214,"FR","FRA144","FRA268","FRA3684","FRA46899",NULL,NULL,NULL,NULL,NULL
"Kalash",48.86415,2.44322,28884,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Montreuil",2992090,"FR","FRA111","FRA293","FRA3931","FRA49398",NULL,NULL,NULL,NULL,NULL
"Kalash",43.61092,3.87723,142474,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Montpellier",2992166,"FR","FRA176","FRA234","FRA3343","FRA43499",NULL,NULL,NULL,NULL,NULL
"Kalash",44.01667,1.35,35046,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Montauban",2993002,"FR","FRA176","FRA282","FRA3822","FRA48299",NULL,NULL,NULL,NULL,NULL
"Kalash",49.11911,6.17269,58277,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Metz",2994160,"FR","FRA144","FRA257","FRA3579","FRA45798",NULL,NULL,NULL,NULL,NULL
"Kalash",44.83248,-0.63381,23834,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Merignac",2994393,"FR","FRA175","FRA233","FRA3332","FRA43398",NULL,NULL,NULL,NULL,NULL
"Kalash",48.96014,2.87885,26393,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Meaux",2994798,"FR","FRA111","FRA277","FRA3771","FRA47710",NULL,NULL,NULL,NULL,NULL
"Alonzo",43.29695,5.38107,284438,"7s1FUFLdfoA","Papa allo",0,"FR","Marseille",2995469,"FR","FRA193","FRA213","FRA3133","FRA41398",NULL,NULL,NULL,NULL,NULL
"Kalash",48.98333,1.71667,22631,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Mantes-la-Jolie",2996148,"FR","FRA111","FRA278","FRA3781","FRA47808",NULL,NULL,NULL,NULL,NULL
"Kalash",48.81171,2.43945,14605,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Maisons-Alfort",2996568,"FR","FRA111","FRA294","FRA3941","FRA49413",NULL,NULL,NULL,NULL,NULL
"Kalash",45.74846,4.84671,729958,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Lyon",2996944,"FR","FRA184","FRA269","FRA3691","FRA469ZZ",NULL,NULL,NULL,NULL,NULL
"Kalash",47.75,-3.36667,34020,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Lorient",2997577,"FR","FRA153","FRA256","FRA3561","FRA45698",NULL,NULL,NULL,NULL,NULL
"Kalash",45.83153,1.25781,70549,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Limoges",2998286,"FR","FRA175","FRA287","FRA3872","FRA48799",NULL,NULL,NULL,NULL,NULL
"Kalash",50.63297,3.05858,187221,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Lille",2998324,"FR","FRA132","FRA259","FRA3595","FRA45997",NULL,NULL,NULL,NULL,NULL
"Ed Sheeran",48.89389,2.28864,8435,"2Vv-BfVoq4g","Perfect",0,"FR","Levallois-Perret",2998975,"FR","FRA111","FRA292","FRA3922","FRA49216",NULL,NULL,NULL,NULL,NULL
"Kalash",48,0.2,71749,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Le Mans",3003603,"FR","FRA152","FRA272","FRA3723","FRA47299",NULL,NULL,NULL,NULL,NULL
"Kalash",49.4938,0.10767,76981,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Le Havre",3003796,"FR","FRA128","FRA276","FRA3762","FRA47696",NULL,NULL,NULL,NULL,NULL
"Alonzo",48.93872,2.46138,10582,"7s1FUFLdfoA","Papa allo",0,"FR","Le Blanc-Mesnil",3005269,"FR","FRA111","FRA293","FRA3932","FRA49304",NULL,NULL,NULL,NULL,NULL
"Kalash",48.06667,-0.76667,36697,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Laval",3005866,"FR","FRA152","FRA253","FRA3532","FRA45399",NULL,NULL,NULL,NULL,NULL
"Kalash",43.09818,5.88471,18643,"UPnMFUsKm8w","Mwaka Moon",0,"FR","La Seyne-sur-Mer",3006414,"FR","FRA193","FRA283","FRA3832","FRA48398",NULL,NULL,NULL,NULL,NULL
"Kalash",46.66667,-1.43333,54305,"UPnMFUsKm8w","Mwaka Moon",0,"FR","La Roche-sur-Yon",3006767,"FR","FRA152","FRA285","FRA3852","FRA48599",NULL,NULL,NULL,NULL,NULL
"Kalash",46.16667,-1.15,61951,"UPnMFUsKm8w","Mwaka Moon",0,"FR","La Rochelle",3006787,"FR","FRA175","FRA217","FRA3173","FRA41799",NULL,NULL,NULL,NULL,NULL
"Kalash",48.81568,2.38487,15934,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Ivry-sur-Seine",3012621,"FR","FRA111","FRA294","FRA3941","FRA49411",NULL,NULL,NULL,NULL,NULL
"Ed Sheeran",48.82104,2.27718,10485,"2Vv-BfVoq4g","Perfect",0,"FR","Issy-les-Moulineaux",3012649,"FR","FRA111","FRA292","FRA3923","FRA49215",NULL,NULL,NULL,NULL,NULL
"Kalash",43.12038,6.12857,19252,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Hyeres",3012937,"FR","FRA193","FRA283","FRA3832","FRA48397",NULL,NULL,NULL,NULL,NULL
"Ed Sheeran",45.16667,5.71667,97645,"2Vv-BfVoq4g","Perfect",0,"FR","Grenoble",3014728,"FR","FRA184","FRA238","FRA3381","FRA43898",NULL,NULL,NULL,NULL,NULL
"Kalash",48.93333,2.3,16328,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Gennevilliers",3016321,"FR","FRA111","FRA292","FRA3922","FRA49214",NULL,NULL,NULL,NULL,NULL
"Kalash",43.43286,6.73524,17814,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Frejus",3017253,"FR","FRA193","FRA283","FRA3831","FRA48396",NULL,NULL,NULL,NULL,NULL
"Kalash",48.85442,2.48268,29267,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Fontenay-sous-Bois",3017910,"FR","FRA111","FRA294","FRA3942","FRA49409",NULL,NULL,NULL,NULL,NULL
"Kalash",48.63333,2.45,25703,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Evry",3019256,"FR","FRA111","FRA291","FRA3912","FRA49109",NULL,NULL,NULL,NULL,NULL
"Kalash",49.02414,1.15082,28293,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Evreux",3019265,"FR","FRA128","FRA227","FRA3273","FRA42799",NULL,NULL,NULL,NULL,NULL
"Kalash",51.03297,2.377,43039,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Dunkerque",3020686,"FR","FRA132","FRA259","FRA3594","FRA45996",NULL,NULL,NULL,NULL,NULL
"Kalash",48.92578,2.44533,19460,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Drancy",3020839,"FR","FRA111","FRA293","FRA3931","FRA49396",NULL,NULL,NULL,NULL,NULL
"Alonzo",50.36667,3.06667,42045,"7s1FUFLdfoA","Papa allo",0,"FR","Douai",3021000,"FR","FRA132","FRA259","FRA3593","FRA45915",NULL,NULL,NULL,NULL,NULL
"Kalash",47.31667,5.01667,102073,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Dijon",3021372,"FR","FRA127","FRA221","FRA3212","FRA42199",NULL,NULL,NULL,NULL,NULL
"Kalash",48.78333,2.46667,28071,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Creteil",3022530,"FR","FRA111","FRA294","FRA3941","FRA49494",NULL,NULL,NULL,NULL,NULL
"Ed Sheeran",48.89672,2.25666,51818,"2Vv-BfVoq4g","Perfect",0,"FR","Courbevoie",3023141,"FR","FRA111","FRA292","FRA3922","FRA49298",NULL,NULL,NULL,NULL,NULL
"Kalash",49.41794,2.82606,19490,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Compiegne",3024066,"FR","FRA132","FRA260","FRA3603","FRA46099",NULL,NULL,NULL,NULL,NULL
"Kalash",48.91882,2.25404,16331,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Colombes",3024266,"FR","FRA111","FRA292","FRA3922","FRA49297",NULL,NULL,NULL,NULL,NULL
"Kalash",48.08333,7.36667,27508,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Colmar",3024297,"FR","FRA144","FRA268","FRA3682","FRA46898",NULL,NULL,NULL,NULL,NULL
"Ed Sheeran",48.90018,2.30952,12480,"2Vv-BfVoq4g","Perfect",0,"FR","Clichy",3024597,"FR","FRA111","FRA292","FRA3922","FRA49209",NULL,NULL,NULL,NULL,NULL
"Kalash",45.77966,3.08628,89918,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Clermont-Ferrand",3024635,"FR","FRA184","FRA263","FRA3632","FRA46399",NULL,NULL,NULL,NULL,NULL
"Kalash",48.80299,2.26692,17103,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Clamart",3024783,"FR","FRA111","FRA292","FRA3921","FRA49208",NULL,NULL,NULL,NULL,NULL
"Kalash",47.06667,-0.88333,24508,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Cholet",3025053,"FR","FRA152","FRA249","FRA3492","FRA44999",NULL,NULL,NULL,NULL,NULL
"Kalash",48.88109,2.59295,20386,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Chelles",3025622,"FR","FRA111","FRA277","FRA3775","FRA47702",NULL,NULL,NULL,NULL,NULL
"Kalash",48.44685,1.48925,42884,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Chartres",3026467,"FR","FRA124","FRA228","FRA3281","FRA42898",NULL,NULL,NULL,NULL,NULL
"Kalash",49.76667,4.71667,30774,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Charleville-Mezieres",3026613,"FR","FRA144","FRA208","FRA3081","FRA40898",NULL,NULL,NULL,NULL,NULL
"Kalash",48.81642,2.49366,19496,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Champigny-sur-Marne",3027105,"FR","FRA111","FRA294","FRA3942","FRA49493",NULL,NULL,NULL,NULL,NULL
"Ed Sheeran",45.56667,5.93333,31153,"2Vv-BfVoq4g","Perfect",0,"FR","Chambery",3027422,"FR","FRA184","FRA273","FRA3732","FRA47399",NULL,NULL,NULL,NULL,NULL
"Kalash",46.78333,4.85,23515,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Chalon-sur-Saone",3027484,"FR","FRA127","FRA271","FRA3712","FRA47197",NULL,NULL,NULL,NULL,NULL
"Kalash",48.95393,4.36724,21949,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Chalons-en-Champagne",3027487,"FR","FRA144","FRA251","FRA3511","FRA45197",NULL,NULL,NULL,NULL,NULL
"Kalash",49.03645,2.07613,38018,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Cergy",3027883,"FR","FRA111","FRA295","FRA3953","FRA49599",NULL,NULL,NULL,NULL,NULL
"Kalash",43.21667,2.35,24544,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Carcassonne",3028641,"FR","FRA176","FRA211","FRA3111","FRA41198",NULL,NULL,NULL,NULL,NULL
"Kalash",43.55135,7.01275,28616,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Cannes",3028808,"FR","FRA193","FRA206","FRA3061","FRA40696",NULL,NULL,NULL,NULL,NULL
"Kalash",50.95194,1.85635,46291,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Calais",3029162,"FR","FRA132","FRA262","FRA3626","FRA46298",NULL,NULL,NULL,NULL,NULL
"Kalash",49.18585,-0.35912,115733,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Caen",3029241,"FR","FRA128","FRA214","FRA3142","FRA41499",NULL,NULL,NULL,NULL,NULL
"Kalash",45.15,1.53333,16460,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Brive-la-Gaillarde",3029974,"FR","FRA175","FRA219","FRA3191","FRA41999",NULL,NULL,NULL,NULL,NULL
"Kalash",48.39029,-4.48628,65396,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Brest",3030300,"FR","FRA153","FRA229","FRA3291","FRA42998",NULL,NULL,NULL,NULL,NULL
"Kalash",47.08333,2.4,34896,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Bourges",3031005,"FR","FRA124","FRA218","FRA3181","FRA41898",NULL,NULL,NULL,NULL,NULL
"Kalash",46.20574,5.2258,21140,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Bourg-en-Bresse",3031009,"FR","FRA184","FRA201","FRA3012","FRA40199",NULL,NULL,NULL,NULL,NULL
"Kalash",50.71667,1.61667,43265,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Boulogne-sur-Mer",3031133,"FR","FRA132","FRA262","FRA3623","FRA46297",NULL,NULL,NULL,NULL,NULL
"Ed Sheeran",48.83333,2.25,24331,"2Vv-BfVoq4g","Perfect",0,"FR","Boulogne-Billancourt",3031137,"FR","FRA111","FRA292","FRA3923","FRA49296",NULL,NULL,NULL,NULL,NULL
"Kalash",44.84044,-0.5805,172102,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Bordeaux",3031582,"FR","FRA175","FRA233","FRA3332","FRA43397",NULL,NULL,NULL,NULL,NULL
"Kalash",48.9018,2.48931,23463,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Bondy",3031815,"FR","FRA111","FRA293","FRA3931","FRA49306",NULL,NULL,NULL,NULL,NULL
"Kalash",47.58333,1.33333,32495,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Blois",3032213,"FR","FRA124","FRA241","FRA3411","FRA44199",NULL,NULL,NULL,NULL,NULL
"Kalash",43.34122,3.21402,38895,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Beziers",3032833,"FR","FRA176","FRA234","FRA3341","FRA43498",NULL,NULL,NULL,NULL,NULL
"Kalash",47.24878,6.01815,85551,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Besancon",3033123,"FR","FRA127","FRA225","FRA3251","FRA42599",NULL,NULL,NULL,NULL,NULL
"Kalash",47.63333,6.86667,26883,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Belfort",3033791,"FR","FRA127","FRA290","FRA3901","FRA49099",NULL,NULL,NULL,NULL,NULL
"Kalash",49.43333,2.08333,32611,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Beauvais",3034006,"FR","FRA132","FRA260","FRA3601","FRA46098",NULL,NULL,NULL,NULL,NULL
"Ed Sheeran",43.48333,-1.48333,16796,"2Vv-BfVoq4g","Perfect",0,"FR","Bayonne",3034475,"FR","FRA175","FRA264","FRA3641","FRA46497",NULL,NULL,NULL,NULL,NULL
"Alonzo",43.94834,4.80892,41543,"7s1FUFLdfoA","Papa allo",0,"FR","Avignon",3035681,"FR","FRA193","FRA284","FRA3842","FRA48499",NULL,NULL,NULL,NULL,NULL
"Kalash",48.93814,2.49402,22222,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Aulnay-sous-Bois",3036145,"FR","FRA111","FRA293","FRA3932","FRA49302",NULL,NULL,NULL,NULL,NULL
"Kalash",48.91667,2.38333,20506,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Aubervilliers",3036386,"FR","FRA111","FRA293","FRA3933","FRA49301",NULL,NULL,NULL,NULL,NULL
"Kalash",48.91667,2.28333,19864,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Asnieres-sur-Seine",3036572,"FR","FRA111","FRA292","FRA3922","FRA49295",NULL,NULL,NULL,NULL,NULL
"Kalash",50.29301,2.78186,40303,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Arras",3036784,"FR","FRA132","FRA262","FRA3621","FRA46296",NULL,NULL,NULL,NULL,NULL
"Kalash",48.95,2.25,28443,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Argenteuil",3037044,"FR","FRA111","FRA295","FRA3951","FRA49598",NULL,NULL,NULL,NULL,NULL
"Ed Sheeran",48.75,2.3,15701,"2Vv-BfVoq4g","Perfect",0,"FR","Antony",3037423,"FR","FRA111","FRA292","FRA3921","FRA49201",NULL,NULL,NULL,NULL,NULL
"Ed Sheeran",43.56241,7.12777,26525,"2Vv-BfVoq4g","Perfect",0,"FR","Antibes",3037456,"FR","FRA193","FRA206","FRA3061","FRA40694",NULL,NULL,NULL,NULL,NULL
"Ed Sheeran",45.9,6.11667,29894,"2Vv-BfVoq4g","Perfect",0,"FR","Annecy",3037543,"FR","FRA184","FRA274","FRA3741","FRA47499",NULL,NULL,NULL,NULL,NULL
"Kalash",45.65,0.15,27376,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Angouleme",3037598,"FR","FRA175","FRA216","FRA3161","FRA41698",NULL,NULL,NULL,NULL,NULL
"Kalash",47.46667,-0.55,87684,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Angers",3037656,"FR","FRA152","FRA249","FRA3491","FRA44998",NULL,NULL,NULL,NULL,NULL
"Kalash",49.9,2.3,115211,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Amiens",3037854,"FR","FRA132","FRA280","FRA3802","FRA48099",NULL,NULL,NULL,NULL,NULL
"Kalash",44.12489,4.08082,22626,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Ales",3038224,"FR","FRA176","FRA230","FRA3301","FRA43098",NULL,NULL,NULL,NULL,NULL
"Kalash",43.9298,2.148,23798,"UPnMFUsKm8w","Mwaka Moon",0,"FR","Albi",3038261,"FR","FRA176","FRA281","FRA3811","FRA48196",NULL,NULL,NULL,NULL,NULL
"Ed Sheeran",41.91886,8.73812,17685,"2Vv-BfVoq4g","Perfect",0,"FR","Ajaccio",3038334,"FR","FRA194","FRA22A","FRA32A1","FRA42A98",NULL,NULL,NULL,NULL,NULL
"Ed Sheeran",43.5283,5.44973,64002,"2Vv-BfVoq4g","Perfect",0,"FR","Aix-en-Provence",3038354,"FR","FRA193","FRA213","FRA3131","FRA41397",NULL,NULL,NULL,NULL,NULL
"Camila Cabello",46.84,16.84389,31591,"BQ0mxQXmLsk","Havana",0,"HU","Zalaegerszeg",3042638,"HU","HUA13","HUA220","HUA3197","HUA432054",NULL,NULL,NULL,NULL,NULL
"Ed Sheeran",47.09327,17.91149,32170,"2Vv-BfVoq4g","Perfect",0,"HU","Veszprem",3042929,"HU","HUA12","HUA219","HUA3191","HUA411767",NULL,NULL,NULL,NULL,NULL
"Péter Majoros",47.58494,18.39325,44606,"WfDdGWfVu0E","Mindenki táncol /90'/",0,"HU","Tatabanya",3044082,"HU","HUA12","HUA211","HUA3115","HUA418157",NULL,NULL,NULL,NULL,NULL
"Ed Sheeran",47.23088,16.62155,49567,"2Vv-BfVoq4g","Perfect",0,"HU","Szombathely",3044310,"HU","HUA13","HUA218","HUA3181","HUA403009",NULL,NULL,NULL,NULL,NULL
"Camila Cabello",47.18995,18.41034,68238,"BQ0mxQXmLsk","Havana",0,"HU","Szekesfehervar",3044774,"HU","HUA12","HUA207","HUA3085","HUA414827",NULL,NULL,NULL,NULL,NULL
"Ed Sheeran",47.68501,16.59049,31536,"2Vv-BfVoq4g","Perfect",0,"HU","Sopron",3045190,"HU","HUA13","HUA208","HUA3091","HUA408518",NULL,NULL,NULL,NULL,NULL
"Camila Cabello",46.08333,18.23333,82907,"BQ0mxQXmLsk","Havana",0,"HU","Pecs",3046526,"HU","HUA14","HUA202","HUA3028","HUA419415",NULL,NULL,NULL,NULL,NULL
"Ed Sheeran",46.45347,16.99104,22465,"2Vv-BfVoq4g","Perfect",0,"HU","Nagykanizsa",3047679,"HU","HUA13","HUA220","HUA3196","HUA430933",NULL,NULL,NULL,NULL,NULL
"Camila Cabello",46.90618,19.69128,91059,"BQ0mxQXmLsk","Havana",0,"HU","Kecskemet",3050434,"HU","HUA17","HUA203","HUA3038","HUA426684",NULL,NULL,NULL,NULL,NULL
"Camila Cabello",46.36667,17.8,40666,"BQ0mxQXmLsk","Havana",0,"HU","Kaposvar",3050616,"HU","HUA14","HUA214","HUA3143","HUA420473",NULL,NULL,NULL,NULL,NULL
"Camila Cabello",47.68333,17.63512,93406,"BQ0mxQXmLsk","Havana",0,"HU","Gyor",3052009,"HU","HUA13","HUA208","HUA3087","HUA425584",NULL,NULL,NULL,NULL,NULL
"Camila Cabello",47.39489,18.91361,31844,"BQ0mxQXmLsk","Havana",0,"HU","Erd",3053281,"HU","HUA11","HUA213","HUA3127","HUA430988",NULL,NULL,NULL,NULL,NULL
"Camila Cabello",46.96479,18.93974,19627,"BQ0mxQXmLsk","Havana",0,"HU","Dunaujvaros",3053438,"HU","HUA12","HUA207","HUA3078","HUA403115",NULL,NULL,NULL,NULL,NULL
"Camila Cabello",47.49801,19.03991,1223676,"BQ0mxQXmLsk","Havana",0,"HU","Budapest",3054643,"HU","HUA11","HUA201","HUA3001","HUA409566",NULL,NULL,NULL,NULL,NULL
"Ed Sheeran",48.57442,19.15324,20762,"2Vv-BfVoq4g","Perfect",0,"SK","Zvolen",3056459,"SK","SKA16","SKA2611","SKA3518158",NULL,NULL,"SKP196",NULL,NULL,NULL
"Ed Sheeran",49.22315,18.73941,115399,"2Vv-BfVoq4g","Perfect",0,"SK","Zilina",3056508,"SK","SKA15","SKA2511","SKA3517402",NULL,NULL,"SKP101",NULL,NULL,NULL
"Ed Sheeran",48.37741,17.58723,78665,"2Vv-BfVoq4g","Perfect",0,"SK","Trnava",3057124,"SK","SKA12","SKA2207","SKA3506745",NULL,NULL,"SKP191",NULL,NULL,NULL
"Ed Sheeran",48.89452,18.04436,71029,"2Vv-BfVoq4g","Perfect",0,"SK","Trencin",3057140,"SK","SKA13","SKA2309","SKA3505820",NULL,NULL,"SKP191",NULL,NULL,NULL
"Ed Sheeran",48.77446,18.6275,18929,"2Vv-BfVoq4g","Perfect",0,"SK","Prievidza",3058000,"SK","SKA13","SKA2307","SKA3513881",NULL,NULL,"SKP197",NULL,NULL,NULL
"Ed Sheeran",49.12153,18.42169,20691,"2Vv-BfVoq4g","Perfect",0,"SK","Povazska Bystrica",3058060,"SK","SKA13","SKA2306","SKA3512842",NULL,NULL,"SKP101",NULL,NULL,NULL
"Ed Sheeran",47.98544,18.16195,22968,"2Vv-BfVoq4g","Perfect",0,"SK","Nove Zamky",3058472,"SK","SKA14","SKA2404","SKA3503011",NULL,NULL,"SKP194",NULL,NULL,NULL
"Ed Sheeran",48.30763,18.08453,94005,"2Vv-BfVoq4g","Perfect",0,"SK","Nitra",3058531,"SK","SKA14","SKA2403","SKA3500011",NULL,NULL,"SKP194",NULL,NULL,NULL
"Ed Sheeran",49.06651,18.92399,41535,"2Vv-BfVoq4g","Perfect",0,"SK","Martin",3058780,"SK","SKA15","SKA2506","SKA3512036",NULL,NULL,"SKP103",NULL,NULL,NULL
"Ed Sheeran",48.14816,17.10674,716333,"2Vv-BfVoq4g","Perfect",0,"SK","Bratislava",3060972,"SK","SKA11","SKA2101","SKA3528595",NULL,NULL,"SKP181",NULL,NULL,NULL
"Ed Sheeran",48.73946,19.15349,96562,"2Vv-BfVoq4g","Perfect",0,"SK","Banska Bystrica",3061186,"SK","SKA16","SKA2601","SKA3508438",NULL,NULL,"SKP197",NULL,NULL,NULL
"Ed Sheeran",49.22645,17.67065,43341,"2Vv-BfVoq4g","Perfect",0,"CZ","Zlin",3061370,"CZ","CZA172","CZA2724","CZA3585068",NULL,NULL,"CZP176",NULL,NULL,NULL
"Ed Sheeran",50.6607,14.03227,35772,"2Vv-BfVoq4g","Perfect",0,"CZ","Usti nad Labem",3063548,"CZ","CZA142","CZA2427","CZA3554804",NULL,NULL,"CZP140",NULL,NULL,NULL
"Camila Cabello",50.6404,13.82451,24878,"BQ0mxQXmLsk","Havana",0,"CZ","Teplice",3064288,"CZ","CZA142","CZA2426","CZA3567442",NULL,NULL,"CZP141",NULL,NULL,NULL
"Ed Sheeran",49.47188,17.11184,23174,"2Vv-BfVoq4g","Perfect",0,"CZ","Prostejov",3067421,"CZ","CZA171","CZA2713","CZA3589250",NULL,NULL,"CZP179",NULL,NULL,NULL
"Ed Sheeran",49.45511,17.4509,14197,"2Vv-BfVoq4g","Perfect",0,"CZ","Prerov",3067580,"CZ","CZA171","CZA2714","CZA3511382",NULL,NULL,"CZP175",NULL,NULL,NULL
"Ed Sheeran",50.08804,14.42076,873227,"2Vv-BfVoq4g","Perfect",0,"CZ","Prague",3067696,"CZ","CZA110","CZA2100","CZA3554782",NULL,NULL,"CZP111",NULL,NULL,NULL
"Ed Sheeran",49.74747,13.37759,87535,"2Vv-BfVoq4g","Perfect",0,"CZ","Pilsen",3068160,"CZ","CZA132","CZA2323","CZA3554791",NULL,NULL,"CZP130",NULL,NULL,NULL
"Ed Sheeran",50.04075,15.77659,49091,"2Vv-BfVoq4g","Perfect",0,"CZ","Pardubice",3068582,"CZ","CZA153","CZA2532","CZA3555134",NULL,NULL,"CZP153",NULL,NULL,NULL
"Ed Sheeran",49.83465,18.28204,153006,"2Vv-BfVoq4g","Perfect",0,"CZ","Ostrava",3068799,"CZ","CZA180","CZA2806","CZA3554821",NULL,NULL,"CZP170",NULL,NULL,NULL
"Kryštof",49.93866,17.90257,27237,"cK11-8FWe14","Zůstaň tu se mnou",0,"CZ","Opava",3068927,"CZ","CZA180","CZA2805","CZA3505927",NULL,NULL,"CZP174",NULL,NULL,NULL
"Ed Sheeran",49.59552,17.25175,86592,"2Vv-BfVoq4g","Perfect",0,"CZ","Olomouc",3069011,"CZ","CZA171","CZA2712","CZA3500496",NULL,NULL,"CZP177",NULL,NULL,NULL
"Camila Cabello",50.50301,13.63617,24147,"BQ0mxQXmLsk","Havana",0,"CZ","Most",3070291,"CZ","CZA142","CZA2425","CZA3567027",NULL,NULL,"CZP143",NULL,NULL,NULL
"Ed Sheeran",50.41135,14.90318,23653,"2Vv-BfVoq4g","Perfect",0,"CZ","Mlada Boleslav",3070544,"CZ","CZA120","CZA2207","CZA3535419",NULL,NULL,"CZP129",NULL,NULL,NULL
"Ed Sheeran",50.76711,15.05619,56115,"2Vv-BfVoq4g","Perfect",0,"CZ","Liberec",3071961,"CZ","CZA151","CZA2513","CZA3563889",NULL,NULL,"CZP146",NULL,NULL,NULL
"Ed Sheeran",50.14734,14.10285,27306,"2Vv-BfVoq4g","Perfect",0,"CZ","Kladno",3073699,"CZ","CZA120","CZA2203","CZA3532053",NULL,NULL,"CZP127",NULL,NULL,NULL
"Ed Sheeran",49.854,18.54169,17478,"2Vv-BfVoq4g","Perfect",0,"CZ","Karvina",3073789,"CZ","CZA180","CZA2803","CZA3598917",NULL,NULL,"CZP173",NULL,NULL,NULL
"Camila Cabello",50.23271,12.87117,25211,"BQ0mxQXmLsk","Havana",0,"CZ","Karlovy Vary",3073803,"CZ","CZA141","CZA2412","CZA3554961",NULL,NULL,"CZP136",NULL,NULL,NULL
"Kryštof",49.3961,15.59124,31752,"cK11-8FWe14","Zůstaň tu se mnou",0,"CZ","Jihlava",3074199,"CZ","CZA163","CZA2632","CZA3586846",NULL,NULL,"CZP158",NULL,NULL,NULL
"Kryštof",50.72431,15.17108,9229,"cK11-8FWe14","Zůstaň tu se mnou",0,"CZ","Jablonec nad Nisou",3074603,"CZ","CZA151","CZA2512","CZA3563510",NULL,NULL,"CZP146",NULL,NULL,NULL
"Ed Sheeran",50.20923,15.83277,51598,"2Vv-BfVoq4g","Perfect",0,"CZ","Hradec Kralove",3074967,"CZ","CZA152","CZA2521","CZA3569810",NULL,NULL,"CZP150",NULL,NULL,NULL
